On the 0th level of the search tree
On level 29, removed feature 42 to current set. With current features: [4, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 32, 33, 34, 40, 47] and local maximum accuracy 0.7286

On the 30th level of the search tree
- Removing the 4 feature with accuracy: 0.7184
- Removing the 8 feature with accuracy: 0.716
- Removing the 9 feature with accuracy: 0.7038
- Removing the 11 feature with accuracy: 0.7192
- Removing the 12 feature with accuracy: 0.7244
- Removing the 13 feature with accuracy: 0.7194
- Removing the 14 feature with accuracy: 0.72
- Removing the 15 feature with accuracy: 0.7304
- Removing the 16 feature with accuracy: 0.7168
- Removing the 17 feature with accuracy: 0.7254
- Removing the 18 feature with accuracy: 0.7258
- Removing the 19 feature with accuracy: 0.7276
- Removing the 23 feature with accuracy: 0.7276
- Removing the 25 feature with accuracy: 0.7264
- Removing the 28 feature with accuracy: 0.7282
- Removing the 32 feature with accuracy: 0.7252
- Removing the 33 feature with accuracy: 0.7274
- Removing the 34 feature with accuracy: 0.7254
- Removing the 40 feature with accuracy: 0.7142
- Removing the 47 feature with accuracy: 0.7226

On level 30, removed feature 15 to current set. With current features: [4, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 23, 25, 28, 32, 33, 34, 40, 47] and local maximum accuracy 0.7304

On the 31th level of the search tree
- Removing the 4 feature with accuracy: 0.7184
- Removing the 8 feature with accuracy: 0.716
- Removing the 9 feature with accuracy: 0.7036
- Removing the 11 feature with accuracy: 0.7186
- Removing the 12 feature with accuracy: 0.7282
- Removing the 13 feature with accuracy: 0.7216
- Removing the 14 feature with accuracy: 0.7252
- Removing the 16 feature with accuracy: 0.7228
- Removing the 17 feature with accuracy: 0.7184
- Removing the 18 feature with accuracy: 0.7208
- Removing the 19 feature with accuracy: 0.7296
- Removing the 23 feature with accuracy: 0.7332
- Removing the 25 feature with accuracy: 0.7304
- Removing the 28 feature with accuracy: 0.7286
- Removing the 32 feature with accuracy: 0.7272
- Removing the 33 feature with accuracy: 0.7244
- Removing the 34 feature with accuracy: 0.7308
- Removing the 40 feature with accuracy: 0.72
- Removing the 47 feature with accuracy: 0.724

On level 31, removed feature 23 to current set. With current features: [4, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 25, 28, 32, 33, 34, 40, 47] and local maximum accuracy 0.7332

On the 32th level of the search tree
- Removing the 4 feature with accuracy: 0.7296
- Removing the 8 feature with accuracy: 0.7188
- Removing the 9 feature with accuracy: 0.707
- Removing the 11 feature with accuracy: 0.7196
- Removing the 12 feature with accuracy: 0.7254
- Removing the 13 feature with accuracy: 0.7242
- Removing the 14 feature with accuracy: 0.7342
- Removing the 16 feature with accuracy: 0.7306
- Removing the 17 feature with accuracy: 0.724
- Removing the 18 feature with accuracy: 0.7364
- Removing the 19 feature with accuracy: 0.7258
- Removing the 25 feature with accuracy: 0.7308
- Removing the 28 feature with accuracy: 0.7336
- Removing the 32 feature with accuracy: 0.7368
- Removing the 33 feature with accuracy: 0.7322
- Removing the 34 feature with accuracy: 0.7354
- Removing the 40 feature with accuracy: 0.7266
- Removing the 47 feature with accuracy: 0.7258

On level 32, removed feature 32 to current set. With current features: [4, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 25, 28, 33, 34, 40, 47] and local maximum accuracy 0.7368

On the 33th level of the search tree
- Removing the 4 feature with accuracy: 0.7314
- Removing the 8 feature with accuracy: 0.725
- Removing the 9 feature with accuracy: 0.7046
- Removing the 11 feature with accuracy: 0.7232
- Removing the 12 feature with accuracy: 0.728
- Removing the 13 feature with accuracy: 0.7354
- Removing the 14 feature with accuracy: 0.7352
- Removing the 16 feature with accuracy: 0.7284
- Removing the 17 feature with accuracy: 0.7318
- Removing the 18 feature with accuracy: 0.7332
- Removing the 19 feature with accuracy: 0.7304
- Removing the 25 feature with accuracy: 0.7316
- Removing the 28 feature with accuracy: 0.7358
- Removing the 33 feature with accuracy: 0.731
- Removing the 34 feature with accuracy: 0.7352
- Removing the 40 feature with accuracy: 0.7276
- Removing the 47 feature with accuracy: 0.7274

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 33, removed feature 28 to current set. With current features: [4, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 25, 33, 34, 40, 47] and local maximum accuracy 0.7358

On the 34th level of the search tree
- Removing the 4 feature with accuracy: 0.7288
- Removing the 8 feature with accuracy: 0.726
- Removing the 9 feature with accuracy: 0.709
- Removing the 11 feature with accuracy: 0.7318
- Removing the 12 feature with accuracy: 0.7308
- Removing the 13 feature with accuracy: 0.738
- Removing the 14 feature with accuracy: 0.7308
- Removing the 16 feature with accuracy: 0.734
- Removing the 17 feature with accuracy: 0.7258
- Removing the 18 feature with accuracy: 0.7342
- Removing the 19 feature with accuracy: 0.7288
- Removing the 25 feature with accuracy: 0.7342
- Removing the 33 feature with accuracy: 0.7362
- Removing the 34 feature with accuracy: 0.7248
- Removing the 40 feature with accuracy: 0.7312
- Removing the 47 feature with accuracy: 0.7302

On level 34, removed feature 13 to current set. With current features: [4, 8, 9, 11, 12, 14, 16, 17, 18, 19, 25, 33, 34, 40, 47] and local maximum accuracy 0.738

On the 35th level of the search tree
- Removing the 4 feature with accuracy: 0.731
- Removing the 8 feature with accuracy: 0.7284
- Removing the 9 feature with accuracy: 0.7072
- Removing the 11 feature with accuracy: 0.732
- Removing the 12 feature with accuracy: 0.7366
- Removing the 14 feature with accuracy: 0.7354
- Removing the 16 feature with accuracy: 0.7302
- Removing the 17 feature with accuracy: 0.7318
- Removing the 18 feature with accuracy: 0.7408
- Removing the 19 feature with accuracy: 0.734
- Removing the 25 feature with accuracy: 0.7322
- Removing the 33 feature with accuracy: 0.7338
- Removing the 34 feature with accuracy: 0.7376
- Removing the 40 feature with accuracy: 0.7312
- Removing the 47 feature with accuracy: 0.7314

On level 35, removed feature 18 to current set. With current features: [4, 8, 9, 11, 12, 14, 16, 17, 19, 25, 33, 34, 40, 47] and local maximum accuracy 0.7408

On the 36th level of the search tree
- Removing the 4 feature with accuracy: 0.7326
- Removing the 8 feature with accuracy: 0.741
- Removing the 9 feature with accuracy: 0.7038
- Removing the 11 feature with accuracy: 0.7364
- Removing the 12 feature with accuracy: 0.7388
- Removing the 14 feature with accuracy: 0.7386
- Removing the 16 feature with accuracy: 0.7368
- Removing the 17 feature with accuracy: 0.7386
- Removing the 19 feature with accuracy: 0.7358
- Removing the 25 feature with accuracy: 0.7428
- Removing the 33 feature with accuracy: 0.7374
- Removing the 34 feature with accuracy: 0.7376
- Removing the 40 feature with accuracy: 0.7382
- Removing the 47 feature with accuracy: 0.7364

On level 36, removed feature 25 to current set. With current features: [4, 8, 9, 11, 12, 14, 16, 17, 19, 33, 34, 40, 47] and local maximum accuracy 0.7428

On the 37th level of the search tree
- Removing the 4 feature with accuracy: 0.735
- Removing the 8 feature with accuracy: 0.737
- Removing the 9 feature with accuracy: 0.7032
- Removing the 11 feature with accuracy: 0.7414
- Removing the 12 feature with accuracy: 0.7444
- Removing the 14 feature with accuracy: 0.7382
- Removing the 16 feature with accuracy: 0.7322
- Removing the 17 feature with accuracy: 0.7346
- Removing the 19 feature with accuracy: 0.739
- Removing the 33 feature with accuracy: 0.7292
- Removing the 34 feature with accuracy: 0.7446
- Removing the 40 feature with accuracy: 0.7354
- Removing the 47 feature with accuracy: 0.7306

On level 37, removed feature 34 to current set. With current features: [4, 8, 9, 11, 12, 14, 16, 17, 19, 33, 40, 47] and local maximum accuracy 0.7446

On the 38th level of the search tree
- Removing the 4 feature with accuracy: 0.7358
- Removing the 8 feature with accuracy: 0.7434
- Removing the 9 feature with accuracy: 0.7046
- Removing the 11 feature with accuracy: 0.744
- Removing the 12 feature with accuracy: 0.7436
- Removing the 14 feature with accuracy: 0.7398
- Removing the 16 feature with accuracy: 0.7438
- Removing the 17 feature with accuracy: 0.7442
- Removing the 19 feature with accuracy: 0.7458
- Removing the 33 feature with accuracy: 0.751
- Removing the 40 feature with accuracy: 0.7364
- Removing the 47 feature with accuracy: 0.7376

On level 38, removed feature 33 to current set. With current features: [4, 8, 9, 11, 12, 14, 16, 17, 19, 40, 47] and local maximum accuracy 0.751

On the 39th level of the search tree
- Removing the 4 feature with accuracy: 0.7424
- Removing the 8 feature with accuracy: 0.7488
- Removing the 9 feature with accuracy: 0.6972
- Removing the 11 feature with accuracy: 0.7514
- Removing the 12 feature with accuracy: 0.7604
- Removing the 14 feature with accuracy: 0.7488
- Removing the 16 feature with accuracy: 0.7358
- Removing the 17 feature with accuracy: 0.7456
- Removing the 19 feature with accuracy: 0.7518
- Removing the 40 feature with accuracy: 0.7428
- Removing the 47 feature with accuracy: 0.7364

On level 39, removed feature 12 to current set. With current features: [4, 8, 9, 11, 14, 16, 17, 19, 40, 47] and local maximum accuracy 0.7604

On the 40th level of the search tree
- Removing the 4 feature with accuracy: 0.7548
- Removing the 8 feature with accuracy: 0.7578
- Removing the 9 feature with accuracy: 0.7034
- Removing the 11 feature with accuracy: 0.7592
- Removing the 14 feature with accuracy: 0.7522
- Removing the 16 feature with accuracy: 0.7504
- Removing the 17 feature with accuracy: 0.758
- Removing the 19 feature with accuracy: 0.7614
- Removing the 40 feature with accuracy: 0.7506
- Removing the 47 feature with accuracy: 0.752

On level 40, removed feature 19 to current set. With current features: [4, 8, 9, 11, 14, 16, 17, 40, 47] and local maximum accuracy 0.7614

On the 41th level of the search tree
- Removing the 4 feature with accuracy: 0.7618
- Removing the 8 feature with accuracy: 0.7668
- Removing the 9 feature with accuracy: 0.6962
- Removing the 11 feature with accuracy: 0.763
- Removing the 14 feature with accuracy: 0.7622
- Removing the 16 feature with accuracy: 0.7606
- Removing the 17 feature with accuracy: 0.7654
- Removing the 40 feature with accuracy: 0.7574
- Removing the 47 feature with accuracy: 0.7616

On level 41, removed feature 8 to current set. With current features: [4, 9, 11, 14, 16, 17, 40, 47] and local maximum accuracy 0.7668

On the 42th level of the search tree
- Removing the 4 feature with accuracy: 0.7646
- Removing the 9 feature with accuracy: 0.693
- Removing the 11 feature with accuracy: 0.7844
- Removing the 14 feature with accuracy: 0.7718
- Removing the 16 feature with accuracy: 0.7776
- Removing the 17 feature with accuracy: 0.7758
- Removing the 40 feature with accuracy: 0.7784
- Removing the 47 feature with accuracy: 0.7726

On level 42, removed feature 11 to current set. With current features: [4, 9, 14, 16, 17, 40, 47] and local maximum accuracy 0.7844

On the 43th level of the search tree
- Removing the 4 feature with accuracy: 0.7876
- Removing the 9 feature with accuracy: 0.696
- Removing the 14 feature with accuracy: 0.7818
- Removing the 16 feature with accuracy: 0.7846
- Removing the 17 feature with accuracy: 0.7872
- Removing the 40 feature with accuracy: 0.7922
- Removing the 47 feature with accuracy: 0.7938

On level 43, removed feature 47 to current set. With current features: [4, 9, 14, 16, 17, 40] and local maximum accuracy 0.7938

On the 44th level of the search tree
- Removing the 4 feature with accuracy: 0.8012
- Removing the 9 feature with accuracy: 0.6946
- Removing the 14 feature with accuracy: 0.799
- Removing the 16 feature with accuracy: 0.8106
- Removing the 17 feature with accuracy: 0.7942
- Removing the 40 feature with accuracy: 0.7936

On level 44, removed feature 16 to current set. With current features: [4, 9, 14, 17, 40] and local maximum accuracy 0.8106

On the 45th level of the search tree
- Removing the 4 feature with accuracy: 0.8154
- Removing the 9 feature with accuracy: 0.6996
- Removing the 14 feature with accuracy: 0.8108
- Removing the 17 feature with accuracy: 0.803
- Removing the 40 feature with accuracy: 0.799

On level 45, removed feature 4 to current set. With current features: [9, 14, 17, 40] and local maximum accuracy 0.8154

On the 46th level of the search tree
- Removing the 9 feature with accuracy: 0.685
- Removing the 14 feature with accuracy: 0.8332
- Removing the 17 feature with accuracy: 0.8132
- Removing the 40 feature with accuracy: 0.8206

On level 46, removed feature 14 to current set. With current features: [9, 17, 40] and local maximum accuracy 0.8332

On the 47th level of the search tree
- Removing the 9 feature with accuracy: 0.6864
- Removing the 17 feature with accuracy: 0.8388
- Removing the 40 feature with accuracy: 0.8334

On level 47, removed feature 17 to current set. With current features: [9, 40] and local maximum accuracy 0.8388

On the 48th level of the search tree
- Removing the 9 feature with accuracy: 0.6956
- Removing the 40 feature with accuracy: 0.831

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 48, removed feature 40 to current set. With current features: [9] and local maximum accuracy 0.831

On the 49th level of the search tree

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 49, removed feature None to current set. With current features: [9] and local maximum accuracy 0.0



Finished. The best subset is [1, 9, 28, 30, 35, 36, 39, 40, 45, 46, 49] (indexes) [2, 10, 29, 31, 36, 37, 40, 41, 46, 47, 50] (features), which has an accuracy of 0.8388
